"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g26080.t1",35.9592959175292,-3.84508100784438,1.17031515075494,-3.2855090403333,0.00101798275618311,0.0393712041710786,0,132,34,42,14,103,16,56,9,24,0
"Pocillopora_acuta_HIv2___RNAseq.26642_t",19.4661045346282,-7.67946933082864,2.21299623807466,-3.47016827173185,0.000520132395912384,0.0265215515488546,0,13,0,12,6,0,198,8,0,9,0
"Pocillopora_acuta_HIv2___RNAseq.g4634.t1",627.518572973828,-0.74166907559233,0.178048563080662,-4.16554373009081,3.10611374473686e-05,0.00406979536351534,491,931,816,739,878,523,786,763,526,692,176
"Pocillopora_acuta_HIv2___RNAseq.g26216.t1",117.068717543259,1.06528707275476,0.321341602721328,3.3151234192312,0.000916026713092837,0.0372933363852921,192,62,96,127,120,159,84,79,173,133,71
"Pocillopora_acuta_HIv2___RNAseq.g20570.t1",4943.77935630673,-0.996865616939409,0.277364063004319,-3.59406913116891,0.000325553397264176,0.0203613487316102,3332,7165,9962,6858,5974,4313,5734,4919,3864,4286,1304
"Pocillopora_acuta_HIv2___RNAseq.g1877.t1",426.870725224847,1.69667537017062,0.438574885517098,3.86861041568802,0.000109457367876634,0.00952095138563895,743,328,130,205,357,111,478,295,1079,287,475
"Pocillopora_acuta_HIv2___TS.g19165.t1",3328.7787607236,-0.582441431135456,0.158747802573192,-3.66897318699524,0.000243526616027975,0.0162004557042002,2840,4245,3663,3177,4963,3331,5276,3583,3265,3421,1024
"Pocillopora_acuta_HIv2___RNAseq.g17875.t1",55.5619561146402,2.03422408122235,0.394375142520472,5.15809406298156,2.49476288813267e-07,0.000113830422292822,136,20,31,47,30,51,34,39,123,79,29
"Pocillopora_acuta_HIv2___RNAseq.g21397.t2",376.792676540314,1.09078293180562,0.18191128409746,5.99623567728333,2.01943883518229e-09,1.99078203647351e-06,613,331,269,299,349,322,279,431,579,373,276
"Pocillopora_acuta_HIv2___RNAseq.g24007.t1",3072.81213090087,-0.786012437594436,0.213983564626064,-3.67323742348153,0.000239496764857124,0.0161910722471792,1616,2564,2894,4573,4297,4362,3217,5608,1866,3843,772
"Pocillopora_acuta_HIv2___RNAseq.g28162.t1",407.813234930045,-1.39578135663427,0.407579229198556,-3.42456449358048,0.000615785667608329,0.0294410967455603,239,335,925,654,458,508,532,317,220,549,62
"Pocillopora_acuta_HIv2___TS.g28036.t1a",517.823221559335,0.865982763201268,0.241920711619727,3.5796139875882,0.000344102127752058,0.0208292463412956,732,380,534,498,493,381,471,436,644,570,445
"Pocillopora_acuta_HIv2___TS.g20906.t1",106.258307566268,-5.90210033183203,1.30672330739632,-4.51671773085011,6.280553551639e-06,0.00141326108289164,3,30,470,436,29,117,100,12,4,54,0
"Pocillopora_acuta_HIv2___RNAseq.g14566.t1",1613.66793362965,1.29625819238856,0.369565747102345,3.5075171401899,0.000452309214737939,0.0246849927613775,2140,1289,667,829,1715,1514,1336,1796,2494,1530,1695
"Pocillopora_acuta_HIv2___RNAseq.g29731.t1",363.028716385617,-5.05398283563107,1.27992828924377,-3.94864530935337,7.85947024770562e-05,0.00771122052454984,14,17,2167,1156,221,304,78,16,20,282,9
"Pocillopora_acuta_HIv2___RNAseq.g28359.t1",2531.35149131394,-6.1191437554786,1.43421695689483,-4.26653981886181,1.98528074220788e-05,0.00289431562853433,68,72,14537,6008,1656,2207,2726,59,17,2725,48
"Pocillopora_acuta_HIv2___TS.g27138.t1",171.50082405438,1.30640785633404,0.271486774110778,4.81204972364868,1.49390171945617e-06,0.000479070758113192,341,126,124,157,147,113,175,79,285,133,157
"Pocillopora_acuta_HIv2___RNAseq.g20611.t1",316.609089325666,-1.02393023154975,0.287013618844553,-3.56753186720492,0.000360359565132463,0.0213758272704076,160,431,550,488,407,386,342,295,212,295,100
"Pocillopora_acuta_HIv2___TS.g14230.t1",43.3578296463714,2.0238200559878,0.491240675132108,4.11981368489802,3.7917888504383e-05,0.00478027405784484,68,18,27,19,30,38,33,14,77,24,72
"Pocillopora_acuta_HIv2___RNAseq.g31180.t1",490.776019700541,0.6442745898386,0.183122998255794,3.51826147439247,0.000434384124958229,0.0240444389168055,577,346,457,479,503,541,459,511,626,609,319
"Pocillopora_acuta_HIv2___RNAseq.g18356.t1",597.359777375409,1.08771452957753,0.323261500523584,3.36481309347313,0.000765955263928858,0.0341680788006733,1002,687,292,368,788,239,557,393,1304,411,492
"Pocillopora_acuta_HIv2___TS.g16836.t1",433.406231864215,1.9849497984557,0.547120690766617,3.62799256535961,0.000285633484067796,0.0183639266682345,405,244,135,219,458,315,272,133,796,332,803
"Pocillopora_acuta_HIv2___RNAseq.g26954.t1",29642.5369211964,-2.8918993899748,0.898350708507019,-3.21912073156917,0.00128584334409228,0.0440433834045962,6075,6095,126896,101212,14843,31002,15589,17625,5206,20540,2009
"Pocillopora_acuta_HIv2___RNAseq.g26363.t1",22.7126657112738,-7.45019614740452,1.89764924935554,-3.92601327665514,8.63653905163656e-05,0.00815365354322459,0,8,70,64,96,8,7,0,0,23,0
"Pocillopora_acuta_HIv2___TS.g26913.t2a",1539.24801219515,-0.824222775290627,0.232011381693919,-3.55251009356939,0.000381574379231041,0.022003768241897,1140,2038,2441,2038,1779,1831,1649,1898,1230,1619,333
"Pocillopora_acuta_HIv2___TS.g24278.t2",1660.97993892353,-0.52004583362795,0.153185234166822,-3.3948822577874,0.000686581204476889,0.0319406833597316,1394,2313,1853,2014,2254,1890,1990,1893,1554,1636,498
"Pocillopora_acuta_HIv2___RNAseq.673_t",1715.56220122538,-1.81523592361745,0.406962676784245,-4.46044816188344,8.17884406398291e-06,0.00167822790138836,1037,2399,3659,2257,3063,965,2441,2089,905,1568,157
"Pocillopora_acuta_HIv2___RNAseq.g13919.t1",1326.61716195365,-4.13133488456841,1.18517692231037,-3.48583811142291,0.000490597804215069,0.0255827600575828,108,58,5331,5167,367,2206,902,75,50,1211,50
"Pocillopora_acuta_HIv2___RNAseq.g28823.t1",43.5888800328199,-1.41753837137773,0.423367212185218,-3.34824788169373,0.000813242370308464,0.0353692091389198,24,61,93,64,50,54,50,45,27,41,6
"Pocillopora_acuta_HIv2___TS.g16866.t1",405.031865987122,1.5417284572481,0.461899569628841,3.33780015964717,0.000844444594290089,0.0361191983284988,445,446,304,283,330,420,122,222,1138,230,388
"Pocillopora_acuta_HIv2___RNAseq.g11960.t1",19.6210973502475,-6.91719215341329,2.05945585908106,-3.35874746861521,0.00078296581756251,0.0346345263999553,0,23,57,0,0,26,44,57,0,28,0
"Pocillopora_acuta_HIv2___RNAseq.g30114.t1",225.872110337565,-1.0074716778739,0.251018944979056,-4.01352845283432,5.98177882550157e-05,0.00662218102917292,140,292,347,298,263,355,243,236,116,265,63
"Pocillopora_acuta_HIv2___RNAseq.g27475.t1",33.9716028235217,1.54736491276031,0.364377261867431,4.24660118699524,2.17037784646888e-05,0.00305654164473461,75,34,21,23,23,22,25,20,86,30,20
"Pocillopora_acuta_HIv2___RNAseq.g10523.t1",935.320885414703,1.22950407543236,0.319625686944556,3.84669982937147,0.00011971949323309,0.0101616046495663,827,850,741,770,834,749,692,779,2515,605,795
"Pocillopora_acuta_HIv2___RNAseq.g8579.t1",154.067629603402,2.33246208421429,0.535339676576844,4.35697592812268,1.31871764658883e-05,0.00226557148691821,414,69,140,83,36,158,46,102,460,143,73
"Pocillopora_acuta_HIv2___RNAseq.g16523.t1",508.88166209394,0.948250762308537,0.276353484017704,3.43129657177686,0.000600703482533121,0.029191933087795,646,358,455,501,632,378,344,540,778,433,433
"Pocillopora_acuta_HIv2___RNAseq.g5407.t1",36.3177600346412,1.9738708286675,0.503281650847669,3.92200038555536,8.78168516618632e-05,0.00818911920317068,81,18,35,34,22,33,12,13,66,20,41
"Pocillopora_acuta_HIv2___RNAseq.g774.t1",50.3508616752686,1.24574639259574,0.393925521938086,3.16239066325724,0.00156479485019334,0.048909991370559,89,54,41,37,48,52,21,33,72,38,49
"Pocillopora_acuta_HIv2___RNAseq.g8035.t1",37.9004682539164,1.84209498965258,0.424313454903184,4.34135417664965,1.41607246366967e-05,0.00233132066470151,46,32,17,23,30,20,23,29,120,21,40
"Pocillopora_acuta_HIv2___TS.g23740.t1",52.8259122771051,1.99020114318832,0.622230866737819,3.19849311497898,0.00138147831795588,0.0454679875013079,110,78,16,34,12,28,26,31,78,35,77
"Pocillopora_acuta_HIv2___RNAseq.g30783.t1",44.2281089208112,-8.25139183956907,2.0176828853697,-4.08953849953343,4.32232323874721e-05,0.00525075217168949,0,3,250,140,12,27,41,0,0,52,0
"Pocillopora_acuta_HIv2___TS.g16179.t1",224.731441415869,0.978609640186602,0.299069126181859,3.27218543980205,0.00106719553759441,0.0406870755419513,282,171,193,159,289,172,186,125,394,231,211
"Pocillopora_acuta_HIv2___RNAseq.g29891.t1",166.509451314917,-6.04780824224062,1.06152840365824,-5.69726464350711,1.21744874220132e-08,1.00814495444207e-05,4,113,335,553,45,526,240,71,3,70,0
"Pocillopora_acuta_HIv2___RNAseq.g7543.t1",17.2999955379838,-7.16328424686948,1.62207833836342,-4.41611485552345,1.00490703467833e-05,0.00188176434410638,0,13,43,16,33,20,60,0,0,27,0
"Pocillopora_acuta_HIv2___RNAseq.g2787.t1",87.9461047300807,-8.96189876159354,1.77711920153192,-5.04293620476789,4.58442128457155e-07,0.0001898133788664,0,3,405,331,18,120,75,24,0,60,0
"Pocillopora_acuta_HIv2___RNAseq.g22559.t1",5771.59889391479,2.09058144074419,0.531359559484814,3.93440073379152,8.34045294945565e-05,0.00792036958530417,8266,4300,1398,1894,5384,3450,3370,2722,7201,3514,11700
"Pocillopora_acuta_HIv2___TS.g12676.t1",519.0989286879,-5.95721170812564,1.49412891318244,-3.9870801344959,6.68914374278247e-05,0.00707599148080459,13,14,3063,1658,112,412,323,21,19,498,4
"Pocillopora_acuta_HIv2___TS.g5122.t1b",148.107370454261,-2.48874934763556,0.407201519698137,-6.1118370812577,9.84907050077819e-10,1.01947728753555e-06,45,243,196,213,392,82,198,198,41,151,18
"Pocillopora_acuta_HIv2___RNAseq.g3137.t1",230.669716389879,1.16051871764141,0.28998394746191,4.00201020711275,6.28065884923486e-05,0.00682717889131541,388,266,136,125,240,146,177,157,422,233,203
"Pocillopora_acuta_HIv2___TS.g1941.t1",49.182333120453,-3.21068664666675,0.951935221225584,-3.37279950891312,0.000744081115331034,0.033479056460398,9,94,157,118,15,82,35,26,13,37,0
"Pocillopora_acuta_HIv2___RNAseq.g27573.t2",395.067646855179,-0.938946791825149,0.26799745117112,-3.50356612617789,0.000459072660280666,0.0246849927613775,326,583,543,494,671,260,573,407,337,384,85
"Pocillopora_acuta_HIv2___TS.g28528.t1b",41.9037063867096,2.32849104051483,0.660366954936488,3.52605626781972,0.000421797342582852,0.0235596874269914,65,15,16,9,34,8,29,36,65,19,87
"Pocillopora_acuta_HIv2___RNAseq.g9147.t1",1465.53202989234,-0.93329811019162,0.29010142831775,-3.2171441402535,0.00129473533581553,0.0441415241255398,956,1300,1439,1833,2399,1955,1664,2360,1018,2106,221
"Pocillopora_acuta_HIv2___TS.g798.t2",2114.43292248367,2.72694573514281,0.408513026803859,6.6752968846012,2.46732169351647e-11,3.92412930188795e-08,4613,1094,850,791,601,2493,836,1514,4136,1048,2993
"Pocillopora_acuta_HIv2___TS.g27019.t1",66.3256124014414,4.15712051466326,1.11015667378699,3.74462507213727,0.000180663361669232,0.0134053509436432,215,33,17,14,0,42,0,25,227,18,82
"Pocillopora_acuta_HIv2___TS.g25238.t1",1559.42398297247,3.72528750256643,0.602943877009904,6.17849794087093,6.47143327204495e-10,7.44286731099303e-07,2036,348,475,1277,437,220,319,311,6147,315,2868
"Pocillopora_acuta_HIv2___TS.g21597.t2",1452.2411456119,-0.969615562084937,0.209926496908027,-4.61883362208318,3.85903122794838e-06,0.000962526078084185,657,1269,1278,2571,1729,2784,1405,2430,746,1747,271
"Pocillopora_acuta_HIv2___RNAseq.g329.t1",2423.11955010035,1.83234929063651,0.464820151423518,3.94206078420851,8.07844957169042e-05,0.00774259551079329,4862,1824,1049,948,1455,2849,1683,2360,8080,1634,922
"Pocillopora_acuta_HIv2___TS.g13820.t1",259.162560720161,-5.45504212171883,1.69134035315063,-3.22527758032685,0.00125850582384626,0.0434951378385063,10,12,1335,863,49,337,185,3,16,249,0
"Pocillopora_acuta_HIv2___RNAseq.g20012.t1",88.3523208700769,0.828572146439199,0.245493590122058,3.37512741586139,0.000737815222390738,0.0334228681267682,120,79,70,67,92,71,80,88,124,104,69
"Pocillopora_acuta_HIv2___RNAseq.g8318.t1b",246.694466341214,0.802585317523726,0.230071074574999,3.48842338832168,0.000485878038221938,0.0255005988043797,358,248,247,201,255,240,184,241,331,177,198
"Pocillopora_acuta_HIv2___RNAseq.g8455.t1",66.0268304518638,1.4594811152507,0.439719133852905,3.31912123646392,0.000903012151679625,0.0372393576973538,116,36,27,72,33,113,71,53,124,58,34
"Pocillopora_acuta_HIv2___RNAseq.g28814.t1",718.874535465038,-3.71571243258078,1.13745057039177,-3.26670233353612,0.00108808022388566,0.0412411984127208,68,47,3215,2576,279,835,477,53,47,779,46
"Pocillopora_acuta_HIv2___RNAseq.g24095.t1",84.3552880629243,1.41916676318752,0.39403695403032,3.60160829757689,0.000316254627326445,0.019839706954279,174,79,53,51,57,104,45,105,175,72,37
"Pocillopora_acuta_HIv2___RNAseq.g8090.t1",656.164000578329,-0.742387381810025,0.208223327261223,-3.56534203719968,0.000363381973295418,0.0214888320321333,430,976,743,618,897,747,842,934,608,689,177
"Pocillopora_acuta_HIv2___RNAseq.g16288.t1",1247.72234708235,-0.883844318247301,0.260680138451422,-3.390531873651,0.000697571424034382,0.0322346509383031,842,1367,2044,1985,1893,1230,1441,1092,903,1356,357
"Pocillopora_acuta_HIv2___RNAseq.g1461.t1",3891.58921584657,1.42633296073433,0.300559867503735,4.74558686953307,2.07902662874928e-06,0.000623768250266196,4687,2476,3417,3438,3168,2999,2662,2489,6383,3466,4798
"Pocillopora_acuta_HIv2___RNAseq.g9897.t1",667.086370707398,0.915691406902294,0.287018474726711,3.19035702413994,0.00142097131532865,0.0459758193230714,1086,626,397,635,806,554,556,640,705,609,576
"Pocillopora_acuta_HIv2___RNAseq.g14107.t2",135.86505020682,2.04943770838345,0.523370705330729,3.91584337355751,9.00887229561071e-05,0.00828896330061035,144,86,86,62,72,55,85,93,170,113,279
"Pocillopora_acuta_HIv2___TS.g22635.t1",15.5640212108585,-3.98296612482826,0.979561220230948,-4.06607166817936,4.78122378951392e-05,0.00565605113660098,5,18,54,15,26,11,34,19,0,7,0
"Pocillopora_acuta_HIv2___RNAseq.g2267.t1",214.547958227002,-0.821156392782409,0.172546898911378,-4.75903303949939,1.94522595895032e-06,0.000596272542414122,160,286,255,205,347,219,322,254,163,221,67
"Pocillopora_acuta_HIv2___RNAseq.g29554.t1",1163.56555567701,-0.736132091818728,0.231544676975655,-3.17922269444408,0.00147670590929178,0.0471044156150362,770,1473,2002,1366,1662,1138,1573,894,896,1061,508
"Pocillopora_acuta_HIv2___RNAseq.g25829.t1",15.3223175003987,-6.64075314970893,1.9832460798874,-3.3484262074457,0.000812719206092683,0.0353692091389198,0,8,71,64,19,8,3,0,0,9,0
"Pocillopora_acuta_HIv2___RNAseq.g24894.t1",1469.1709443379,1.93404421858234,0.37492293437438,5.15851136663488,2.48920999043854e-07,0.000113830422292822,1586,1010,595,1195,1136,1105,940,937,3390,720,2110
"Pocillopora_acuta_HIv2___RNAseq.g20370.t1",482.342949335298,0.735402928490162,0.202550886780354,3.63070702962476,0.000282645878369183,0.0182854217937463,632,459,476,450,454,393,465,405,590,480,411
"Pocillopora_acuta_HIv2___RNAseq.g20215.t1",263.295105535054,1.1883256204826,0.179660759286265,6.61427473201963,3.73377754295299e-11,5.15311084628085e-08,391,215,201,196,252,168,247,195,593,211,208
"Pocillopora_acuta_HIv2___RNAseq.g22399.t1",340.516985106222,2.09507300434324,0.488779008485789,4.28633997772053,1.81640936345848e-05,0.00270527385915953,407,186,319,274,143,334,105,203,647,172,534
"Pocillopora_acuta_HIv2___TS.g21127.t1c",2178.64497482785,1.16804575348324,0.313528791832335,3.72548162692463,0.000194942652225611,0.0139685365167384,2592,1700,1826,1624,1597,1590,2387,1309,3245,2127,2593
"Pocillopora_acuta_HIv2___RNAseq.g14236.t1",477.85468808497,1.04623104649009,0.291483055373539,3.589337449305,0.000331519473582657,0.0203679844804594,644,393,314,329,455,543,365,570,540,504,441
"Pocillopora_acuta_HIv2___RNAseq.g27218.t1",1658.79138081568,-0.48518167493624,0.144615652967908,-3.35497344152577,0.000793726043880745,0.0348868716781724,1425,2339,1816,1716,2258,1865,1951,2093,1481,1702,549
"Pocillopora_acuta_HIv2___RNAseq.g8940.t1",37.8914770801637,-3.5377376150864,1.03019792043051,-3.43403684372419,0.000594663361180473,0.0290717250402264,0,85,21,8,131,14,71,83,10,35,4
"Pocillopora_acuta_HIv2___TS.g17618.t2",9360.49087996295,1.8292204866473,0.577944065237805,3.16504761735832,0.00155057572975191,0.048909991370559,5824,6879,6471,7354,6356,6361,4868,5938,8676,5597,20159
"Pocillopora_acuta_HIv2___TS.g31673.t1",564.862524738745,1.17123814014388,0.23466067925857,4.99119896799286,6.00056459160174e-07,0.000238891708029499,869,436,362,365,482,515,566,601,1218,503,357
"Pocillopora_acuta_HIv2___RNAseq.g14380.t1",614.129506755985,1.09841740770123,0.32554196850717,3.37411920416351,0.000740522927057091,0.0334484999769898,974,578,289,324,665,626,555,483,1024,704,481
"Pocillopora_acuta_HIv2___TS.g25654.t1b",424.235990946782,-3.48908724870872,1.09471284385482,-3.18721687453906,0.00143649019042843,0.0463212148321642,45,53,1849,1426,248,721,163,32,61,357,19
"Pocillopora_acuta_HIv2___RNAseq.g10978.t1",10074.7654079294,0.930009755728477,0.272304739087984,3.41532710316871,0.000637054585335665,0.0302484037284838,12945,7481,8231,9674,10452,8527,10207,7330,11891,9846,10170
"Pocillopora_acuta_HIv2___RNAseq.g11006.t1",1703.1874612525,-1.00550508830663,0.262449237506379,-3.83123646256426,0.000127500894033358,0.0105580940331143,923,2561,2347,2623,1843,2751,1890,1772,1135,1561,420
"Pocillopora_acuta_HIv2___RNAseq.g15832.t1",603.869495177684,-1.02978647130362,0.293768919321664,-3.50543030107297,0.000455869844882531,0.0246849927613775,377,868,582,1090,608,920,903,547,344,701,125
"Pocillopora_acuta_HIv2___RNAseq.g8577.t1",113.515391830669,2.23455514925976,0.673624894465385,3.31720987098196,0.000909212912687965,0.0372933363852921,225,119,37,33,27,182,48,101,287,34,108
"Pocillopora_acuta_HIv2___RNAseq.g20784.t1",99.3141076404575,1.11129753132063,0.31303724224545,3.55004894417408,0.000385159536067438,0.0221488130990781,154,89,56,49,102,97,100,85,212,87,68
"Pocillopora_acuta_HIv2___RNAseq.g27962.t1",66.1374137585997,1.23025401685514,0.321535501115817,3.82618408413945,0.000130144982505943,0.0107341092742551,111,56,38,71,63,51,44,46,97,87,53
"Pocillopora_acuta_HIv2___RNAseq.g1606.t2",65.939098831001,1.31876901760773,0.351850690532936,3.74809273675215,0.000178184376469904,0.0133168698977615,81,53,46,45,71,55,50,38,122,39,81
"Pocillopora_acuta_HIv2___RNAseq.g7985.t1",1737.12483048271,-0.994480578379112,0.239443732459013,-4.15329550774248,3.27721081042797e-05,0.0042669696979547,1310,2205,2173,1909,2534,1737,2729,2356,1353,1895,310
"Pocillopora_acuta_HIv2___RNAseq.29407_t",261.445431395436,0.926491534064162,0.265371308239535,3.49130258357799,0.000480671543727513,0.0255005988043797,394,230,148,185,279,314,221,254,410,323,155
"Pocillopora_acuta_HIv2___TS.g8286.t1",334.72283414553,1.97803501587547,0.53582863471454,3.69154406413769,0.000222896770094918,0.0153302622408804,673,369,89,110,180,449,147,274,604,196,377
"Pocillopora_acuta_HIv2___RNAseq.g8039.t1",685.550860676679,1.76153982273036,0.445827453285081,3.95116947094768,7.77702266262547e-05,0.00770334560582165,1658,469,166,225,746,289,632,474,1458,461,693
"Pocillopora_acuta_HIv2___RNAseq.g15316.t1",525.857509322792,1.57550490897591,0.390898146321482,4.03047423939478,5.56644296391597e-05,0.0062290001210264,1071,554,177,560,206,587,426,388,884,510,375
"Pocillopora_acuta_HIv2___RNAseq.g10989.t1",451.328420747693,-5.6610515001126,1.52661190824953,-3.70824534350958,0.000208700399892697,0.0145963367519548,12,16,2353,1559,57,658,266,10,13,357,6
"Pocillopora_acuta_HIv2___RNAseq.g30016.t1",97.1761274545566,-0.80752113559545,0.247229492152933,-3.26628157734486,0.00108969836401112,0.0412411984127208,73,123,125,124,111,99,166,94,71,118,28
"Pocillopora_acuta_HIv2___RNAseq.g11763.t1",7031.14758683873,1.10225329599565,0.332626318160495,3.31378858441321,0.000920410719126897,0.0372933363852921,8047,4641,3825,5777,6752,6434,7708,6009,9024,8386,7436
"Pocillopora_acuta_HIv2___RNAseq.g21489.t1",1380.94443364772,4.91383137516294,0.67912931937978,7.23548701983672,4.63861504873997e-13,1.9205721747803e-09,1369,328,58,167,205,355,116,139,4501,102,3893
"Pocillopora_acuta_HIv2___RNAseq.g14232.t1",1164.47135205067,-2.35121971240978,0.483755101427901,-4.86035125101458,1.17177660582699e-06,0.000397674086784105,225,1181,2987,2300,1846,1340,1114,1345,534,848,104
"Pocillopora_acuta_HIv2___RNAseq.g23449.t1",89.7317602274816,0.912253452940194,0.243915845151983,3.74003358564825,0.000183995668387971,0.0135526715115112,149,98,88,80,91,64,61,64,143,78,67
"Pocillopora_acuta_HIv2___TS.g24551.t1b",38.4208963713931,2.61551129159654,0.656248014719842,3.98555307281673,6.73231266937809e-05,0.00707599148080459,99,10,5,10,32,14,28,8,97,31,53
"Pocillopora_acuta_HIv2___RNAseq.g18198.t1",668.482863214247,-3.75587254977563,0.939551268445038,-3.99751740635891,6.4010285389753e-05,0.00690177566738888,79,167,3281,2093,333,565,608,203,101,449,24
"Pocillopora_acuta_HIv2___RNAseq.g11551.t1",60.7598723286772,-2.38394013695822,0.540008155727178,-4.41463728218696,1.01179491908199e-05,0.00188176434410638,13,186,78,43,45,77,108,82,21,61,10
"Pocillopora_acuta_HIv2___RNAseq.g5130.t1",1994.87185206791,0.443151261348132,0.135941546470382,3.25986626498089,0.00111464758135184,0.0415773589714337,2573,2451,1802,1609,2271,1836,2179,1613,2682,1868,1308
"Pocillopora_acuta_HIv2___TS.g30839.t1",613.988909603165,1.3474955689062,0.411488026738335,3.2746896175501,0.00105778123322397,0.0404099080563792,902,738,519,324,294,726,265,574,1365,595,433
"Pocillopora_acuta_HIv2___RNAseq.g28459.t1",312.358504654649,0.777709163365985,0.207145992988477,3.75440119379595,0.000173756368451342,0.013128118028028,404,219,274,303,372,291,263,331,531,319,182
"Pocillopora_acuta_HIv2___RNAseq.g15237.t1",226.43920275017,-1.74454868922511,0.440718484665376,-3.95841960327507,7.54473280397197e-05,0.00754546176366318,89,528,348,281,217,349,186,378,87,158,40
"Pocillopora_acuta_HIv2___RNAseq.g8573.t1",627.085506729816,2.44164764738673,0.52048497011261,4.6911011606319,2.71738565149195e-06,0.000746898842880748,967,489,291,268,230,625,215,418,959,205,1182
"Pocillopora_acuta_HIv2___RNAseq.g9799.t1",299.944011184101,-1.64470921571357,0.413394892290348,-3.97854266316964,6.93389705081372e-05,0.00717727683729728,136,263,392,718,505,411,393,321,126,240,36
"Pocillopora_acuta_HIv2___RNAseq.g26273.t1",1423.98909661097,1.22749700422105,0.303487359569997,4.04463963823818,5.24036669233857e-05,0.00599370559473995,2519,1123,686,1606,1420,1554,1269,1007,2077,947,1175
"Pocillopora_acuta_HIv2___TS.g25997.t2",648.662931633982,-5.48436890190434,1.49423404131627,-3.67035467688391,0.000242214146134051,0.0161950252288207,24,26,3570,2050,56,789,523,22,16,559,12
"Pocillopora_acuta_HIv2___RNAseq.g13322.t1",218.389150365954,-0.816179660951728,0.241106732643244,-3.3851384073932,0.000711423725984692,0.0325780110611077,167,285,237,169,324,233,392,224,172,284,65
"Pocillopora_acuta_HIv2___RNAseq.g10379.t1",46.8034814948,1.7178872572017,0.440130259448727,3.90313372080665,9.49552058528398e-05,0.00852821369203196,65,27,40,20,29,22,47,13,97,25,75
"Pocillopora_acuta_HIv2___TS.g9772.t1",121.741473110375,-1.49173954660691,0.464449426817219,-3.21184495119202,0.00131885532819138,0.0443229594224317,55,171,235,218,97,172,174,62,53,159,27
"Pocillopora_acuta_HIv2___RNAseq.g21793.t1b",87.7297575095388,1.97124471047774,0.601973277627908,3.27463823352007,0.00105797363378212,0.0404099080563792,118,52,29,43,77,64,62,26,90,87,170
"Pocillopora_acuta_HIv2___RNAseq.g6352.t1",78.9491022507949,-3.25624590451185,0.863456812417616,-3.77117402709998,0.000162481306547926,0.012645443639681,14,39,309,189,46,108,79,29,16,105,2
"Pocillopora_acuta_HIv2___RNAseq.g2083.t1",613.82186517715,2.61376022740628,0.654182213847807,3.99546207780935,6.45681924694206e-05,0.0069258586554505,1519,586,66,107,267,503,201,537,1501,246,749
"Pocillopora_acuta_HIv2___RNAseq.g9749.t1",409.764791896687,-0.5592431366402,0.15584180503991,-3.58853092401607,0.000332546553685406,0.0203679844804594,329,482,530,455,517,373,555,494,332,522,143
"Pocillopora_acuta_HIv2___TS.g13413.t1",334.81707336577,-2.32947551562641,0.700603466370117,-3.3249557380805,0.000884325729844467,0.0369874234654784,86,942,150,287,223,1109,284,578,79,197,24
"Pocillopora_acuta_HIv2___TS.g28807.t1",29.3448694959959,-7.83742962385842,1.97184640485975,-3.97466537177669,7.04782776013533e-05,0.0072456104597223,0,187,0,7,47,81,7,19,0,12,0
"Pocillopora_acuta_HIv2___RNAseq.g17613.t1",630.239407253289,3.33173397730755,0.9520078396229,3.49969174479412,0.000465796466366555,0.0249816540070477,734,583,49,54,79,568,85,263,655,184,1799
"Pocillopora_acuta_HIv2___RNAseq.g17611.t1",5305.50566980125,1.8068121437489,0.559201641923373,3.23105657832902,0.00123333524008516,0.0431298362999232,9983,7500,1617,1980,2018,6949,2173,4621,9546,3612,5570
"Pocillopora_acuta_HIv2___RNAseq.g322.t1",24.936067488174,1.97063119822115,0.612790203956596,3.21583338881299,0.00130066320725434,0.0441415241255398,47,30,11,8,9,8,14,17,40,22,39
"Pocillopora_acuta_HIv2___RNAseq.g7399.t1",348.544461688071,-5.65000958358798,1.36412809708072,-4.141846792599,3.44520457844875e-05,0.00445766407394037,7,4,1973,1054,78,453,272,12,11,241,7
"Pocillopora_acuta_HIv2___RNAseq.g9795.t1",695.347204578854,-5.05081975942629,1.53388939544835,-3.29281874847955,0.000991883950052921,0.0391206628587053,15,29,3192,2593,43,961,425,18,18,834,21
"Pocillopora_acuta_HIv2___RNAseq.g6746.t1",476.810396569511,2.45196738178316,0.648103054272073,3.78329860601741,0.00015476355707018,0.01213604226692,865,436,138,135,81,726,225,359,1437,165,468
"Pocillopora_acuta_HIv2___RNAseq.g18316.t1",149.897858191668,-3.10325508118508,0.917044202348435,-3.3839754651281,0.000714443871207751,0.0325780110611077,28,54,665,403,90,205,84,51,35,149,5
"Pocillopora_acuta_HIv2___RNAseq.g24438.t1",3581.22060438275,1.31400655755028,0.392728382080318,3.34584057966442,0.000820335456113857,0.0355284196913579,4161,2666,3907,3364,1745,4470,2307,2777,4958,2503,4129
"Pocillopora_acuta_HIv2___RNAseq.g18760.t2",7410.15770600163,-0.776322947964086,0.216622443598993,-3.58376045928647,0.000338682709391058,0.0206826237457631,5449,9149,11481,10058,9718,7106,8502,9102,6409,7811,1782
