"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"2398",-407,0.31454294936484,3,32,"GO:0032228","regulation of synaptic transmission, GABAergic",0.672546262495365,"High_v_Control","Biological Processes"
"2399",-930,0.128078577527696,2,14,"GO:0032230","positive regulation of synaptic transmission, GABAergic",0.451641897083991,"High_v_Control","Biological Processes"
"2400",52,0.845834176574824,2,73,"GO:0032231;GO:0051492","regulation of actin filament bundle assembly",0.956602311435587,"High_v_Control","Biological Processes"
"2401",260,0.659587738667251,2,15,"GO:0032232;GO:0051497","negative regulation of actin filament bundle assembly",0.892304067052987,"High_v_Control","Biological Processes"
"2402",22,0.949428044795768,2,42,"GO:0032233;GO:0051496","positive regulation of actin filament bundle assembly",0.987829604883303,"High_v_Control","Biological Processes"
"2403",1613,0.0145479643148952,2,12,"GO:0032241;GO:0046833","positive regulation of nucleobase-containing compound transport",0.130122051569526,"High_v_Control","Biological Processes"
"2404",-283,0.681103254978533,2,11,"GO:0032252","secretory granule localization",0.90112127012161,"High_v_Control","Biological Processes"
"2405",-582,0.471745888353491,3,8,"GO:0032253","dense core granule localization",0.790952627496073,"High_v_Control","Biological Processes"
"2406",42,0.877561734087042,3,70,"GO:0032273;GO:0030838","positive regulation of protein polymerization",0.96633724877708,"High_v_Control","Biological Processes"
"2407",-46,0.947189379152617,2,11,"GO:0032276;GO:0033684","regulation of gonadotropin secretion",0.987233739018618,"High_v_Control","Biological Processes"
"2408",-262,0.761767824585526,4,7,"GO:0032277;GO:0033685","negative regulation of gonadotropin secretion",0.930910555029525,"High_v_Control","Biological Processes"
"2409",-515,0.614425172096802,3,5,"GO:0032278","positive regulation of gonadotropin secretion",0.867531762125589,"High_v_Control","Biological Processes"
"2410",-202,0.76941111382794,3,11,"GO:0032288","myelin assembly",0.933898216597862,"High_v_Control","Biological Processes"
"2411",-24,0.963142678837,2,20,"GO:0032303;GO:2000191","regulation of fatty acid transport",0.992125190086624,"High_v_Control","Biological Processes"
"2412",461,0.621397393386786,3,6,"GO:0032304","negative regulation of icosanoid secretion",0.872745654144739,"High_v_Control","Biological Processes"
"2413",211,0.759738136197974,2,11,"GO:0032305;GO:2000193","positive regulation of fatty acid transport",0.930885912877447,"High_v_Control","Biological Processes"
"2414",188,0.840531820879888,3,6,"GO:0032306;GO:0032308","regulation of prostaglandin secretion",0.95512391860075,"High_v_Control","Biological Processes"
"2415",522,0.333028749166551,5,18,"GO:0032309;GO:0071715;GO:1901571","fatty acid derivative transport",0.686436938005195,"High_v_Control","Biological Processes"
"2416",-752,0.352091605200316,4,8,"GO:0032324;GO:0043545;GO:0051189","molybdopterin cofactor metabolic process",0.703989616907275,"High_v_Control","Biological Processes"
"2417",474,0.264610110939909,2,29,"GO:0032330","regulation of chondrocyte differentiation",0.621552246750921,"High_v_Control","Biological Processes"
"2418",-422,0.490127520424732,3,14,"GO:0032331;GO:0061037","negative regulation of cartilage development",0.802960309299177,"High_v_Control","Biological Processes"
"2419",-772,0.339731599435863,3,8,"GO:0032332","positive regulation of chondrocyte differentiation",0.69062546775642,"High_v_Control","Biological Processes"
"2420",34,0.969037284759078,3,7,"GO:0032344;GO:0032347","regulation of aldosterone metabolic process",0.993065553036098,"High_v_Control","Biological Processes"
"2421",-577,0.0985502757589617,2,43,"GO:0032350;GO:0046885","regulation of hormone metabolic process",0.394806944895021,"High_v_Control","Biological Processes"
"2422",2,0.997334119778944,2,16,"GO:0032352;GO:0046886","positive regulation of hormone metabolic process",0.998515949365372,"High_v_Control","Biological Processes"
"2423",261,0.762272429683418,5,7,"GO:0032354","response to follicle-stimulating hormone",0.931106385837474,"High_v_Control","Biological Processes"
"2424",-181,0.426304937854534,4,102,"GO:0032355","response to estradiol",0.757558299431321,"High_v_Control","Biological Processes"
"2425",-315,0.758277643917532,4,5,"GO:0032364","intracellular oxygen homeostasis",0.930832110953317,"High_v_Control","Biological Processes"
"2426",-959,0.044503993557185,3,23,"GO:0032365","intracellular lipid transport",0.256149089512159,"High_v_Control","Biological Processes"
"2427",-756,0.272713600141702,5,11,"GO:0032366;GO:0032367","intracellular cholesterol transport",0.63020696013833,"High_v_Control","Biological Processes"
"2428",168,0.535524023234491,5,72,"GO:0032368","regulation of lipid transport",0.8256699254128,"High_v_Control","Biological Processes"
"2429",689,0.201497339740433,2,18,"GO:0032369","negative regulation of lipid transport",0.550434046379897,"High_v_Control","Biological Processes"
"2430",65,0.84950658025472,2,45,"GO:0032370","positive regulation of lipid transport",0.957665952121107,"High_v_Control","Biological Processes"
"2431",-353,0.512371172131603,2,18,"GO:0032371;GO:0032374","regulation of sterol transport",0.814691948671865,"High_v_Control","Biological Processes"
"2432",-397,0.565024740797152,3,11,"GO:0032373;GO:0032376","positive regulation of sterol transport",0.841988680428322,"High_v_Control","Biological Processes"
"2433",122,0.358080039543419,5,310,"GO:0032386","regulation of intracellular transport",0.709073753018417,"High_v_Control","Biological Processes"
"2434",-19,0.943761702515387,2,73,"GO:0032387","negative regulation of intracellular transport",0.985614900104999,"High_v_Control","Biological Processes"
"2435",5,0.975942794125968,5,170,"GO:0032388","positive regulation of intracellular transport",0.994366681367328,"High_v_Control","Biological Processes"
"2436",2010,2.43257258181731e-11,5,58,"GO:0032392;GO:0032508","DNA geometric change",3.03554004092735e-09,"High_v_Control","Biological Processes"
"2437",45,0.928623250368777,2,21,"GO:0032400;GO:0051875;GO:0032401;GO:0051905;GO:0032402;GO:0051904","pigment granule localization",0.981207158218124,"High_v_Control","Biological Processes"
"2438",-459,0.124413479464024,2,59,"GO:0032411;GO:0032414","positive regulation of transporter activity",0.444387976282887,"High_v_Control","Biological Processes"
"2439",-444,0.140288509181736,3,58,"GO:0032413;GO:0032410;GO:0034766;GO:1904063","negative regulation of monoatomic ion transmembrane transport",0.472536555724966,"High_v_Control","Biological Processes"
"2440",80,0.860474495272209,2,25,"GO:0032418;GO:1990849","vacuolar localization",0.96126850656887,"High_v_Control","Biological Processes"
"2441",-219,0.7742549619622,2,9,"GO:0032429;GO:0032430","regulation of phospholipase A2 activity",0.935797282079118,"High_v_Control","Biological Processes"
"2442",219,0.243180319180706,2,151,"GO:0032434;GO:2000058","regulation of ubiquitin-dependent protein catabolic process",0.601293910985153,"High_v_Control","Biological Processes"
"2443",542,0.202361917481778,2,29,"GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process",0.551705713513966,"High_v_Control","Biological Processes"
"2444",85,0.669875331937446,4,132,"GO:0032436;GO:1901800;GO:2000060;GO:1903052","positive regulation of proteolysis involved in protein catabolic process",0.897195437728504,"High_v_Control","Biological Processes"
"2445",-384,0.515981791285848,2,15,"GO:0032438","melanosome organization",0.816271904915947,"High_v_Control","Biological Processes"
"2446",-436,0.17812487612317,2,50,"GO:0032456","endocytic recycling",0.523922968135603,"High_v_Control","Biological Processes"
"2447",-595,0.202399624167866,6,24,"GO:0032459","regulation of protein oligomerization",0.551705713513966,"High_v_Control","Biological Processes"
"2448",-823,0.279872137370294,2,9,"GO:0032460;GO:0032463","negative regulation of protein oligomerization",0.638307216072038,"High_v_Control","Biological Processes"
"2449",-575,0.34674282536564,3,14,"GO:0032461","positive regulation of protein oligomerization",0.698103312411557,"High_v_Control","Biological Processes"
"2450",-659,0.264471346796389,2,15,"GO:0032462","regulation of protein homooligomerization",0.621552246750921,"High_v_Control","Biological Processes"
"2451",849,0.00117261615080504,2,77,"GO:0032465","regulation of cytokinesis",0.0209676637941206,"High_v_Control","Biological Processes"
"2452",989,0.00569419761397006,3,41,"GO:0032467","positive regulation of cytokinesis",0.0676205658204198,"High_v_Control","Biological Processes"
"2453",-1384,0.00371311619972033,6,23,"GO:0032469","endoplasmic reticulum calcium ion homeostasis",0.0505276717200922,"High_v_Control","Biological Processes"
"2454",-1641,0.02316244213135,2,10,"GO:0032471","negative regulation of endoplasmic reticulum calcium ion concentration",0.170285748832171,"High_v_Control","Biological Processes"
"2455",-1603,0.0857069531201412,2,6,"GO:0032474","otolith morphogenesis",0.364783222096973,"High_v_Control","Biological Processes"
"2456",1203,5.5613801135561e-05,2,59,"GO:0032479","regulation of type I interferon production",0.00170381229939832,"High_v_Control","Biological Processes"
"2457",535,0.349259488830031,6,16,"GO:0032480","negative regulation of type I interferon production",0.699831534673089,"High_v_Control","Biological Processes"
"2458",1215,0.00169258146985418,3,35,"GO:0032481","positive regulation of type I interferon production",0.0282820237056831,"High_v_Control","Biological Processes"
"2459",-996,0.0190514580348024,5,29,"GO:0032482","Rab protein signal transduction",0.152403894365754,"High_v_Control","Biological Processes"
"2460",470,0.495084293543253,3,11,"GO:0032483","regulation of Rab protein signal transduction",0.805456139148732,"High_v_Control","Biological Processes"
"2461",721,0.403627952774316,2,7,"GO:0032488","Cdc42 protein signal transduction",0.746014310213197,"High_v_Control","Biological Processes"
"2462",215,0.833495107512663,2,5,"GO:0032489","regulation of Cdc42 protein signal transduction",0.953616316374019,"High_v_Control","Biological Processes"
"2463",2313,0.0236184716208588,4,5,"GO:0032495","response to muramyl dipeptide",0.172360275424271,"High_v_Control","Biological Processes"
"2464",162,0.00157375854788843,1,3870,"GO:0032502;GO:0007275;GO:0048856","developmental process",0.0268316682655978,"High_v_Control","Biological Processes"
"2465",303,0.359002287359084,3,48,"GO:0032506","cytokinetic process",0.709073753018417,"High_v_Control","Biological Processes"
"2466",236,0.421691067043225,3,61,"GO:0032507","maintenance of protein location in cell",0.755753834661823,"High_v_Control","Biological Processes"
"2467",175,0.64704802072024,2,36,"GO:0032509;GO:0071985","multivesicular body sorting pathway",0.885100881449281,"High_v_Control","Biological Processes"
"2468",-571,0.429920694292414,2,10,"GO:0032510","endosome to lysosome transport via multivesicular body sorting pathway",0.760628920671194,"High_v_Control","Biological Processes"
"2469",511,0.553849038728067,3,7,"GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway",0.835574542648771,"High_v_Control","Biological Processes"
"2470",-867,0.28320292526523,2,8,"GO:0032525","somite rostral/caudal axis specification",0.641193833874327,"High_v_Control","Biological Processes"
"2471",-114,0.706145878576174,4,58,"GO:0032526","response to retinoic acid",0.910290278947823,"High_v_Control","Biological Processes"
"2472",-70,0.893419735424644,4,19,"GO:0032528","microvillus organization",0.97232821373206,"High_v_Control","Biological Processes"
"2473",-660,0.414171840989453,2,8,"GO:0032530;GO:0032534","regulation of microvillus organization",0.750222468182832,"High_v_Control","Biological Processes"
"2474",-54,0.670561993053563,3,341,"GO:0032535","regulation of cellular component size",0.89729548009563,"High_v_Control","Biological Processes"
"2475",-319,0.211379403161505,4,81,"GO:0032543;GO:0140053","mitochondrial gene expression",0.562750884948809,"High_v_Control","Biological Processes"
"2476",-108,0.777716672408838,2,36,"GO:0032570","response to progesterone",0.936036996445277,"High_v_Control","Biological Processes"
"2477",924,0.322273043335534,5,6,"GO:0032571","response to vitamin K",0.677590254411136,"High_v_Control","Biological Processes"
"2478",-304,0.562930200188764,3,19,"GO:0032594","protein transport within lipid bilayer",0.841100200240974,"High_v_Control","Biological Processes"
"2479",-1813,0.0519686968535462,4,6,"GO:0032611;GO:0032612","interleukin-1 beta production",0.281177497274952,"High_v_Control","Biological Processes"
"2480",254,0.601990039583744,2,22,"GO:0032642;GO:0032722","regulation of chemokine production",0.86139027179441,"High_v_Control","Biological Processes"
"2481",2541,0.000439713749882442,2,10,"GO:0032647;GO:0032727","regulation of interferon-alpha production",0.00999581838395551,"High_v_Control","Biological Processes"
"2482",1278,0.00158339088565549,2,32,"GO:0032648","regulation of interferon-beta production",0.0268871600157407,"High_v_Control","Biological Processes"
"2483",297,0.561415867120282,2,20,"GO:0032649;GO:0032729","regulation of type II interferon production",0.839547185278035,"High_v_Control","Biological Processes"
"2484",-32,0.947058001936246,2,22,"GO:0032651;GO:0032652","regulation of interleukin-1 production",0.987233739018618,"High_v_Control","Biological Processes"
"2485",1050,0.168066491612822,2,9,"GO:0032653","regulation of interleukin-10 production",0.511260359600208,"High_v_Control","Biological Processes"
"2486",-130,0.789570369089652,2,22,"GO:0032655","regulation of interleukin-12 production",0.941148450824397,"High_v_Control","Biological Processes"
"2487",606,0.515844547746633,2,6,"GO:0032660","regulation of interleukin-17 production",0.816271904915947,"High_v_Control","Biological Processes"
"2488",20,0.963686857661888,2,27,"GO:0032663","regulation of interleukin-2 production",0.992125190086624,"High_v_Control","Biological Processes"
"2489",774,0.309732561244762,2,9,"GO:0032673;GO:0032753","regulation of interleukin-4 production",0.668598259735197,"High_v_Control","Biological Processes"
"2490",272,0.431547873221144,2,44,"GO:0032675","regulation of interleukin-6 production",0.762128357856673,"High_v_Control","Biological Processes"
"2491",1598,0.00894289301176317,2,14,"GO:0032677","regulation of interleukin-8 production",0.092996573606367,"High_v_Control","Biological Processes"
"2492",270,0.387126814002495,3,54,"GO:0032680;GO:1903555","regulation of tumor necrosis factor production",0.730298734038158,"High_v_Control","Biological Processes"
"2493",126,0.876028172164253,7,8,"GO:0032691;GO:0032692","negative regulation of interleukin-1 production",0.965771659726192,"High_v_Control","Biological Processes"
"2494",-705,0.490564255987695,6,5,"GO:0032693","negative regulation of interleukin-10 production",0.803002891813517,"High_v_Control","Biological Processes"
"2495",14,0.988232360103969,2,6,"GO:0032695","negative regulation of interleukin-12 production",0.997652092609921,"High_v_Control","Biological Processes"
"2496",-11,0.989764830772245,6,7,"GO:0032703","negative regulation of interleukin-2 production",0.997652092609921,"High_v_Control","Biological Processes"
"2497",214,0.691889508707044,6,18,"GO:0032715","negative regulation of interleukin-6 production",0.90524442796472,"High_v_Control","Biological Processes"
"2498",2216,0.00609384075345592,2,8,"GO:0032717","negative regulation of interleukin-8 production",0.0706331541877845,"High_v_Control","Biological Processes"
"2499",369,0.410475476084267,4,26,"GO:0032720;GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production",0.749245961851917,"High_v_Control","Biological Processes"
"2500",1031,0.055724672413627,4,18,"GO:0032728","positive regulation of interferon-beta production",0.291020479661492,"High_v_Control","Biological Processes"
"2501",-525,0.446600521032219,2,11,"GO:0032731;GO:0032732","positive regulation of interleukin-1 production",0.773523923267039,"High_v_Control","Biological Processes"
"2502",-164,0.788809095594352,2,14,"GO:0032735","positive regulation of interleukin-12 production",0.941148450824397,"High_v_Control","Biological Processes"
"2503",31,0.951742087388192,3,20,"GO:0032743","positive regulation of interleukin-2 production",0.989009096834115,"High_v_Control","Biological Processes"
"2504",331,0.460454497723579,3,26,"GO:0032755","positive regulation of interleukin-6 production",0.782092565638225,"High_v_Control","Biological Processes"
"2505",1106,0.171174059696373,2,8,"GO:0032757","positive regulation of interleukin-8 production",0.515367484660795,"High_v_Control","Biological Processes"
"2506",156,0.722857876853066,2,27,"GO:0032760;GO:1903557","positive regulation of tumor necrosis factor production",0.916964239451928,"High_v_Control","Biological Processes"
"2507",-431,0.302324871080338,2,30,"GO:0032768;GO:0050999","regulation of monooxygenase activity",0.662606640091996,"High_v_Control","Biological Processes"
"2508",-646,0.348747518711701,2,11,"GO:0032769","negative regulation of monooxygenase activity",0.69929269546713,"High_v_Control","Biological Processes"
"2509",-446,0.481835716601197,3,13,"GO:0032770;GO:0051000","positive regulation of monooxygenase activity",0.797836751942417,"High_v_Control","Biological Processes"
"2510",1380,0.177035647048673,-1,5,"GO:0032776","obsolete DNA methylation on cytosine",0.523343785252252,"High_v_Control","Biological Processes"
"2511",-205,0.756351718999265,3,12,"GO:0032780","negative regulation of ATP-dependent activity",0.930369721461973,"High_v_Control","Biological Processes"
"2512",191,0.536148945270358,3,55,"GO:0032781","positive regulation of ATP-dependent activity",0.825982023643459,"High_v_Control","Biological Processes"
"2513",1308,9.05483407258551e-05,2,47,"GO:0032784;GO:0034243","regulation of DNA-templated transcription elongation",0.00257799038037447,"High_v_Control","Biological Processes"
"2514",1419,0.0105284990567735,2,17,"GO:0032785;GO:0034244","negative regulation of DNA-templated transcription, elongation",0.103761357666303,"High_v_Control","Biological Processes"
"2515",1170,0.00680293353465248,2,28,"GO:0032786;GO:0032968","positive regulation of DNA-templated transcription, elongation",0.077025492626905,"High_v_Control","Biological Processes"
"2516",-567,1.81343969801872e-06,2,389,"GO:0032787","monocarboxylic acid metabolic process",8.44113002292047e-05,"High_v_Control","Biological Processes"
"2517",-227,0.742202411906903,2,11,"GO:0032790","ribosome disassembly",0.925530304176902,"High_v_Control","Biological Processes"
"2518",-1566,0.0932252378635745,8,6,"GO:0032793","positive regulation of CREB transcription factor activity",0.381819846417503,"High_v_Control","Biological Processes"
"2519",301,0.768281987515583,4,5,"GO:0032799;GO:0032802","low-density lipoprotein particle receptor catabolic process",0.933107031844874,"High_v_Control","Biological Processes"
"2520",-50,0.918230187197254,2,22,"GO:0032801","receptor catabolic process",0.978989283387002,"High_v_Control","Biological Processes"
"2521",1226,0.188692708764066,2,6,"GO:0032814","regulation of natural killer cell activation",0.535773407972624,"High_v_Control","Biological Processes"
"2522",23,0.955935457908813,3,29,"GO:0032835","glomerulus development",0.989742139031198,"High_v_Control","Biological Processes"
"2523",-1299,0.16369223054307,4,6,"GO:0032836","glomerular basement membrane development",0.505824516404165,"High_v_Control","Biological Processes"
"2524",-280,0.10726767590662,5,176,"GO:0032868;GO:0032869","response to insulin",0.410655952475409,"High_v_Control","Biological Processes"
"2525",-42,0.727179928688455,4,381,"GO:0032870","cellular response to hormone stimulus",0.919619469907536,"High_v_Control","Biological Processes"
"2526",-368,0.0353309947421153,2,175,"GO:0032872;GO:0070302;GO:0046328","regulation of stress-activated MAPK cascade",0.221966159216234,"High_v_Control","Biological Processes"
"2527",-94,0.766480779040886,6,53,"GO:0032873;GO:0070303","negative regulation of stress-activated protein kinase signaling cascade",0.932270794084363,"High_v_Control","Biological Processes"
"2528",-623,0.00416692046464496,4,112,"GO:0032874;GO:0070304;GO:0046330","positive regulation of stress-activated protein kinase signaling cascade",0.0545513136721935,"High_v_Control","Biological Processes"
"2529",1656,0.00282284864943168,3,17,"GO:0032875","regulation of DNA endoreduplication",0.0419171134748694,"High_v_Control","Biological Processes"
"2530",1435,0.0471766035474194,4,10,"GO:0032876","negative regulation of DNA endoreduplication",0.265793256297421,"High_v_Control","Biological Processes"
"2531",2824,0.00247027450928856,3,6,"GO:0032877","positive regulation of DNA endoreduplication",0.0383284656004693,"High_v_Control","Biological Processes"
"2532",-29,0.947753988415915,4,27,"GO:0032878;GO:2000114","regulation of establishment or maintenance of cell polarity",0.987313879584253,"High_v_Control","Biological Processes"
"2533",-109,0.0914984702305628,3,1546,"GO:0032879","regulation of localization",0.377914456269191,"High_v_Control","Biological Processes"
"2534",-752,0.100263780080248,3,25,"GO:0032881;GO:0070873","regulation of polysaccharide metabolic process",0.397312751824084,"High_v_Control","Biological Processes"
"2535",376,0.0253560166573898,4,189,"GO:0032886;GO:0070507","regulation of microtubule-based process",0.180258227509807,"High_v_Control","Biological Processes"
"2536",1681,0.0375298452507834,3,8,"GO:0032887;GO:0032888","regulation of spindle elongation",0.230243245183938,"High_v_Control","Biological Processes"
"2537",-290,0.365403602785702,5,51,"GO:0032890","regulation of organic acid transport",0.713717384339986,"High_v_Control","Biological Processes"
"2538",-109,0.819630387236459,2,23,"GO:0032892","positive regulation of organic acid transport",0.94921362527357,"High_v_Control","Biological Processes"
"2539",93,0.92089174178299,2,6,"GO:0032897","negative regulation of viral transcription",0.979021955708289,"High_v_Control","Biological Processes"
"2540",204,0.643427360173695,2,27,"GO:0032922","circadian regulation of gene expression",0.883770835461059,"High_v_Control","Biological Processes"
"2541",-1781,0.0275254915657762,2,8,"GO:0032924","activin receptor signaling pathway",0.191502975128443,"High_v_Control","Biological Processes"
"2542",-914,0.110038363688444,2,16,"GO:0032925","regulation of activin receptor signaling pathway",0.416401921331705,"High_v_Control","Biological Processes"
"2543",-152,0.870835371721667,4,6,"GO:0032927","positive regulation of activin receptor signaling pathway",0.963470200641467,"High_v_Control","Biological Processes"
"2544",-28,0.966661501031717,3,12,"GO:0032928;GO:0032930","regulation of superoxide anion generation",0.99282748130053,"High_v_Control","Biological Processes"
"2545",-420,2.43038400647324e-06,4,724,"GO:0032940;GO:0046903;GO:0140352","secretion",0.0001063746432684,"High_v_Control","Biological Processes"
"2546",216,0.599417395817617,3,31,"GO:0032943;GO:0070661;GO:0046651","mononuclear cell proliferation",0.860577751814505,"High_v_Control","Biological Processes"
"2547",507,0.076836667189477,6,64,"GO:0032944;GO:0070663;GO:0050670","regulation of leukocyte proliferation",0.347636886145204,"High_v_Control","Biological Processes"
"2548",558,0.149068230925048,7,35,"GO:0032946;GO:0070665;GO:0050671","positive regulation of mononuclear cell proliferation",0.4858270044235,"High_v_Control","Biological Processes"
"2549",1289,0.0290642560024591,2,15,"GO:0032954","regulation of cytokinetic process",0.196838177199102,"High_v_Control","Biological Processes"
"2550",30,0.82962458358379,2,271,"GO:0032956;GO:1902903;GO:0032970","regulation of actin filament-based process",0.95195659661445,"High_v_Control","Biological Processes"
"2551",-85,0.921479296874812,4,7,"GO:0032958","inositol phosphate biosynthetic process",0.979021955708289,"High_v_Control","Biological Processes"
"2552",992,0.331932526833951,2,5,"GO:0032960","regulation of inositol trisphosphate biosynthetic process",0.685728872800677,"High_v_Control","Biological Processes"
"2553",-519,0.287257824423887,2,22,"GO:0032963","collagen metabolic process",0.647240545618939,"High_v_Control","Biological Processes"
"2554",-1081,0.290073906417595,2,5,"GO:0032978","protein insertion into membrane from inner side",0.650810896916933,"High_v_Control","Biological Processes"
"2555",-302,0.0793041579233763,2,180,"GO:0032984","protein-containing complex disassembly",0.352362792591365,"High_v_Control","Biological Processes"
"2556",963,0.115067036190185,6,14,"GO:0032986","protein-DNA complex disassembly",0.426053135893583,"High_v_Control","Biological Processes"
"2557",-529,0.422941713416259,2,12,"GO:0032988","protein-RNA complex disassembly",0.756585305360411,"High_v_Control","Biological Processes"
"2558",-513,0.315694236333679,2,20,"GO:0033002","muscle cell proliferation",0.672697801277458,"High_v_Control","Biological Processes"
"2559",-152,0.766309352337571,5,20,"GO:0033003;GO:0033006;GO:0043304","regulation of mast cell activation",0.932255621543218,"High_v_Control","Biological Processes"
"2560",-80,0.91204008066826,6,10,"GO:0033005;GO:0033008;GO:0043306","positive regulation of mast cell degranulation",0.976650551966285,"High_v_Control","Biological Processes"
"2561",-1038,0.000137631159813106,2,71,"GO:0033013","tetrapyrrole metabolic process",0.00378970306245947,"High_v_Control","Biological Processes"
"2562",-214,0.756321194459396,6,11,"GO:0033032","regulation of myeloid cell apoptotic process",0.930369721461973,"High_v_Control","Biological Processes"
"2563",145,0.887331676794521,2,5,"GO:0033033","negative regulation of myeloid cell apoptotic process",0.970730153761349,"High_v_Control","Biological Processes"
"2564",345,1.92374335044426e-05,5,907,"GO:0033043","regulation of organelle organization",0.000648434181054919,"High_v_Control","Biological Processes"
"2565",1040,6.41286685578391e-15,2,305,"GO:0033044","regulation of chromosome organization",1.50445856436691e-12,"High_v_Control","Biological Processes"
"2566",1342,1.13570823760649e-09,2,109,"GO:0033045;GO:0051983","regulation of chromosome segregation",9.79548354935598e-08,"High_v_Control","Biological Processes"
"2567",1193,0.00176880404504235,4,36,"GO:0033046;GO:0051985","negative regulation of chromosome segregation",0.0291405497870039,"High_v_Control","Biological Processes"
"2568",1421,1.79946848222362e-07,3,71,"GO:0033047","regulation of mitotic sister chromatid segregation",1.05538826482415e-05,"High_v_Control","Biological Processes"
"2569",-179,0.611755165616034,2,42,"GO:0033059","cellular pigmentation",0.866025596509302,"High_v_Control","Biological Processes"
"2570",240,0.512234682296049,2,39,"GO:0033077","T cell differentiation in thymus",0.814691948671865,"High_v_Control","Biological Processes"
"2571",-685,0.280345265836569,6,13,"GO:0033081","regulation of T cell differentiation in thymus",0.638782045117124,"High_v_Control","Biological Processes"
"2572",-263,0.778064978719904,2,6,"GO:0033089","positive regulation of T cell differentiation in thymus",0.936072020552254,"High_v_Control","Biological Processes"
"2573",-650,0.0193896163948804,4,68,"GO:0033108","mitochondrial respiratory chain complex assembly",0.153883762051385,"High_v_Control","Biological Processes"
"2574",576,0.299263189079534,2,17,"GO:0033119;GO:0048025","negative regulation of RNA splicing",0.658822799805769,"High_v_Control","Biological Processes"
"2575",623,0.136277205460136,2,30,"GO:0033120","positive regulation of RNA splicing",0.46604420409545,"High_v_Control","Biological Processes"
"2576",809,0.240619568889256,-1,11,"GO:0033127","obsolete regulation of histone phosphorylation",0.59873966472922,"High_v_Control","Biological Processes"
"2577",853,0.29105531389249,-1,8,"GO:0033129","obsolete positive regulation of histone phosphorylation",0.651637668760884,"High_v_Control","Biological Processes"
"2578",-645,0.424694998231554,4,8,"GO:0033131;GO:1903299","regulation of hexokinase activity",0.756863009610472,"High_v_Control","Biological Processes"
"2579",12,0.963438294033399,3,72,"GO:0033135","regulation of peptidyl-serine phosphorylation",0.992125190086624,"High_v_Control","Biological Processes"
"2580",211,0.66458100613166,2,22,"GO:0033137","negative regulation of peptidyl-serine phosphorylation",0.894290335135096,"High_v_Control","Biological Processes"
"2581",-160,0.631206903269704,4,47,"GO:0033138","positive regulation of peptidyl-serine phosphorylation",0.877299943484367,"High_v_Control","Biological Processes"
"2582",1729,0.0167466993877847,2,10,"GO:0033139;GO:0033140","regulation of peptidyl-serine phosphorylation of STAT protein",0.14039723583449,"High_v_Control","Biological Processes"
"2583",605,0.0464458540830196,2,57,"GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway",0.263953325700145,"High_v_Control","Biological Processes"
"2584",811,0.0707283899840919,4,26,"GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway",0.332037096327562,"High_v_Control","Biological Processes"
"2585",629,0.321169335588906,7,13,"GO:0033145","positive regulation of intracellular steroid hormone receptor signaling pathway",0.677258751689583,"High_v_Control","Biological Processes"
"2586",603,0.16295332203838,3,28,"GO:0033146","regulation of intracellular estrogen receptor signaling pathway",0.504969490369925,"High_v_Control","Biological Processes"
"2587",1056,0.191171106940117,2,8,"GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway",0.537829680673916,"High_v_Control","Biological Processes"
"2588",832,0.303251469310453,2,8,"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway",0.662931438578138,"High_v_Control","Biological Processes"
"2589",2886,1.2755217149165e-10,3,26,"GO:0033151","V(D)J recombination",1.38535830703431e-08,"High_v_Control","Biological Processes"
"2590",2907,0.00183662291977191,2,6,"GO:0033152","immunoglobulin V(D)J recombination",0.0300888084482186,"High_v_Control","Biological Processes"
"2591",212,0.209744408992876,2,187,"GO:0033157","regulation of intracellular protein transport",0.559668316079717,"High_v_Control","Biological Processes"
"2592",-171,0.803745102487161,-1,11,"GO:0033158","obsolete regulation of protein import into nucleus, translocation",0.944065099140856,"High_v_Control","Biological Processes"
"2593",-440,0.610700364033301,-1,7,"GO:0033160","obsolete positive regulation of protein import into nucleus, translocation",0.865726651590029,"High_v_Control","Biological Processes"
"2594",1447,0.0734156045471839,-1,8,"GO:0033182","obsolete regulation of histone ubiquitination",0.339576120401604,"High_v_Control","Biological Processes"
"2595",1359,0.183465529042673,-1,5,"GO:0033184","obsolete positive regulation of histone ubiquitination",0.529279551320845,"High_v_Control","Biological Processes"
"2596",-1279,0.0636022570887363,4,11,"GO:0033189","response to vitamin A",0.31096583361537,"High_v_Control","Biological Processes"
"2597",317,0.604067475265545,3,14,"GO:0033194;GO:0071447","response to hydroperoxide",0.862306712995957,"High_v_Control","Biological Processes"
"2598",409,0.518672236803181,2,13,"GO:0033197","response to vitamin E",0.816930755258943,"High_v_Control","Biological Processes"
"2599",-726,0.0992361711469078,3,27,"GO:0033198","response to ATP",0.396341566185259,"High_v_Control","Biological Processes"
"2600",155,0.604295454414008,2,59,"GO:0033206","meiotic cytokinesis",0.862306712995957,"High_v_Control","Biological Processes"
